Юсупов Усман Юсупович; 1.3.1900 (19.2); [[Руководство Узбекской ССР;; [[ВКП(б)]] (с 1942)
Григулевич Иосиф Ромуальдович; 13.5.1913;;; [[КПСС]]
Петен Анри Филипп; 24.4.1856; [[Режим Виши;;
Магн Аврелий Кассиодор; около [[487]] ; [[Список консулов Римской империи;;
Хованская Галина Петровна; 23.8.1943;;; [[Яблоко (партия)
Бадаев Алексей Егорович; 16.11.1883(4) ; Председатель [[Центросоюз]]а;; [[РСДРП]] <small>([[большевик]])</small> ([[1904]]-[[1912]]) <br />[[РСДРП(б)]] ([[1912]]-[[1918]]) <br />[[РКП(б)]] ([[1918]]-[[1925]]) <br />[[ВКП(б)]] (с [[1925]]) 
Бонч-Бруевич Владимир Дмитриевич; 28.6.1873(16) ; Управляющий делами [[Совет народных комиссаров РСФСР;; [[РСДРП]] / [[РСДРП(б)]] / [[ВКП(б)]] / [[КПСС]] 
Рощупкин Валерий Павлович; 5.3.1945; руководитель [[Федеральное агентство лесного хозяйства;;
Бабурин Сергей Николаевич; 31.1.1959; [[Заместители председателя Государственной думы; {{Флагификация; [[Российский общенародный союз]]
Казанник Алексей Иванович; 26.7.1941; [[Генеральный прокурор Российской Федерации]] ;;
Минжуренко Александр Васильевич; 24.10.1946;;; «[[Союз правых сил]]»
Манякин Сергей Иосифович; 7.11.1923; [[Комиссия советского контроля;; [[ВКП(б)]] с 1945 года
Шойхет Юрий Яковлевич; 1950; Мэр города [[Омск]]а;;
Белов Евгений Иванович; 15.04.1945; Мэр города [[Омск]]а;;
Шрейдер Виктор Филиппович; 23.2.1952; Мэр города [[Омск]]а;; «[[Единая Россия]]»
Назарчук Александр Григорьевич; 6.8.1939; [[Список министров сельского хозяйства России;; [[КПСС]] (1971—1991), [[Аграрная партия России
Стефан III Великий; 1429; Господарь Молдовы;;
Восков Семён Петрович; 1889;;; [[РСДРП]]
Мосин Сергей Иванович; 14.04.1849;;;
Зорькин Валерий Дмитриевич; 18.2.1943; Председатель [[Конституционный Суд Российской Федерации;;
Агасиев Кази Магомед; 1882; революционер;; РСДРП(б)
Айдит Дипа Нусантара; 30.7.1923;;; [[Коммунистическая партия Индонезии]]
Козулин Александр Владиславович; 25.11.1955;;; ---
Ягодин Геннадий Алексеевич; 3.6.1927; Министр высшего и среднего специального образования СССР;; [[КПСС]] с 1948 года.
Ли Сын Ман; 26.03.1875; [[президент Южной Кореи]];; [[Либеральная партия (Южная Корея)
Административное деление Ирана;;;;
Питт Уильям Старший;15.11.1708; [[Премьер-министр Великобритании]];; [[Виги]]
Литвин Владимир Михайлович; 28.4.1956; [[председатель Верховной рады Украины]];;
Постышев Павел Петрович; 18.9.1887 (6); Кандидат в члены [[Политбюро ЦК КПСС;; [[КПСС]] с [[1904 год]]а, исключён [[1938]], восстановлен [[1956]] (посмертно)
Зеленин Дмитрий Вадимович; 27.11.1962; [[Губернатор]] [[Тверская область;;
Косиор Станислав Викентьевич; 18.11.1889 (6); Секретарь ЦК [[Коммунистическая партия Украины;;
Щербицкий Владимир Васильевич; 17.2.1918; Член [[Политбюро ЦК КПСС]];;
Балашов Александр Дмитриевич; 24.7.1770 (13); [[Рязанская губерния;;
Розен Роман Романович; 12.02.1847 ; Член Государственного совета Российской империи ;;  
Куликов Анатолий Сергеевич;	4.9.1946 ; [[Правительство России;; «[[Единая Россия]]» 
Крыленко Николай Васильевич; 14.5.1885 (2); народный комиссар юстиции СССР ;;  [[РСДРП]] с 1904
Акулов Иван Алексеевич; 24.4.1888(12) ; [[Руководители ЦК Компартии Казахстана (1920—1991);; [[РКП(б)]] 
Куэйл Джеймс Дэнфорт; 4.2.1947 ; [[вице-президент США]] ;; [[Республиканская партия США]] 
Вербицкая Людмила Алексеевна; 17.6.1936; Президент [[Российская академия образования;;
Птолемей VIII Эвергет;; царь [[Эллинистический Египет;;
Чубук Ион Кондратьевич;  29.05.1943 ; [[Главы правительства Молдавии;;  
Милан IV Обренович;; Князь Сербии;;
Лобанов-Ростовский Алексей Борисович; 30.12.1824 (18); [[Министры иностранных дел России;;
Туре Ахмед Секу; 9.1.1922; [[Президент Гвинеи]];; [[Демократическая партия Гвинеи]]
Шелест Пётр Ефимович; 14.2.1908 (1); Член [[Политбюро ЦК КПСС]]<br />(до 1966 г. — Президиума ЦК КПСС);; [[КПСС]] с [[1928 год]]а
Публий Клодий Пульхр; {{ДатаРождения; [[Народный трибун]];;
Рухлов Сергей Васильевич; 24 июня ([[6 июля]]) [[1852]] г.; [[Министры путей сообщения России;;
Логвиненко Владимир Иванович; 14.10.1944 ;  ;;
Рокфеллер Нельсон Олдрич; 8.7.1908 ; [[вице-президент США]] ;; [[Республиканская партия США]] 
Гинденбург Пауль фон; 2.10.1847;  2-й [[Рейхспрезидент;;
Эрдоган Реджеп Тайип; 26.2.1954; [[Премьер-министр Турции]];; [[Партия справедливости и развития (Турция)
Валленштейн Альбрехт фон; 15.9.1583 ; граф, генералиссимус, адмирал, герцог [[герцогство Фридландское;;
Зубатов Сергей Васильевич; 8.4.1864 (28.3);;;
Потанин Владимир Олегович; 3.1.1961; Первый [[Заместитель Председателя Правительства Российской Федерации]];;
Дорошенко Пётр Дорофеевич; 1627 ; [[гетман]] [[Правобережная Украина;;
Мартыненко Николай Владимирович; 12.01.1961; [[Фракция (политика);; [[Фронт перемен]]
Порошенко Пётр Алексеевич; 26.09.1965;Народный депутат Украины VII созыва                                                                                   ;; [[Социал-демократическая партия Украины (объединённая)
Мануил II Палеолог; 27.06.1350; [[Византийский император]];;
Андроник IV Палеолог; 2.04.1348; [[Византийский император]];;
Вилинбахов Георгий Вадимович; 13.4.1949 ; Председатель [[Геральдический совет при Президенте Российской Федерации;;
Елизавета Кристина Брауншвейгская; 8.11.1715; королева [[Пруссия;;
Чилингаров Артур Николаевич; 25.9.1939;[[Список членов Совета Федерации России (с 2000);{{USSR}} → {{RUS}};[[Единая Россия]]
Тюлькин Виктор Аркадьевич; 14.5.1951;;; [[КПСС]], [[КП РСФСР]], [[Российская коммунистическая рабочая партия — Российская партия коммунистов
Агранов Яков Саулович; 12.10.1893 ; начальник [[ГУГБ НКВД СССР]] ;; [[Партия социалистов-революционеров
Аушев Руслан Султанович; 29.10.1954; [[Главы Ингушетии после 1991 года;; 
Филипп II Македонский; -382; [[Македонский царь]];;
Ханссон Пер Альбин; 28.10.1885 ;;; Социал-демократическая рабочая партия Швеции 
Муромцев Сергей Андреевич; 23.9.1850; [[Председатель Государственной думы Российской империи;; [[Конституционно-демократическая партия]]
Чарльз принц Уэльский; 14.11.1948; [[Наследник Британского Престола]];;
Александр I Добрый;  ; [[Список правителей Молдавского княжества;;
Мильштейн Соломон Рафаилович; 1899; генерал-лейтенант;;  [[КПСС]]
Ян I Ольбрахт; 27.12.1459 ; [[Список правителей Польши;;
Карл (герцог Орлеанский); 24.11.1394 ; [[Герцоги Орлеанские;;
Родионов Михаил Иванович; 25.10.1907; [[председатель Совета министров РСФСР]];; [[КПСС]]
Карелова Галина Николаевна; 29.6.1950;;; [[Единая Россия]]
Логинов Евгений Фёдорович; 23.10.1907 (10); [[Министерство гражданской авиации СССР;;
Вознесенский Николай Алексеевич; 1.12.1903 (18.11) ; Член [[Политбюро ЦК ВКП(б)]];; [[ВКП(б)]] с 1919 года
Кадыров Рамзан Ахматович; 05.10.1976; [[Главы Чечни после 1991 года;; [[Файл:Логотип партии "Единая Россия".svg
Пепеляев Виктор Николаевич; 8.01.1885 ; Председатель Совета Министров [[Российское правительство (1919);; [[Конституционно-демократическая партия]]
Тарлев Василий Павлович;  9.10.1963 ; [[Премьер-министр Молдавии]] ;; [[Партия «Возрождение» (Молдавия)
Швец Любовь Никитична; 17.4.1943;;; [[КПРФ]]
Завгаев Доку Гапурович; 22.12.1940 ; Чрезвычайный и Полномочный Посол России в Республике Словения ;;
Закаев Ахмед Халидович; 26.4.1959; [[Главы Чечни после 1991 года;;
Мутко Виталий Леонтьевич; 8.12.1958; [[Министерство спорта Российской Федерации;;
Ростопчин Фёдор Васильевич; 12.3.1763 ; Московский главнокомандующий ;;
Иванов Игорь Сергеевич; 23.9.1945; [[Министерство иностранных дел России;;
Рушайло Владимир Борисович; 28.7.1953 ; [[Министерство внутренних дел Российской Федерации;;  
Пейн Гуго де; 9.2.1070 ; [[Тамплиеры#Великие магистры ордена тамплиеров;;
Моле Жак де; [[1244]]-5/[[1249]]-50; [[Список великих магистров ордена тамплиеров;;
Дугал (король Островов); ; [[Список правителей королевства Островов;;
Ангус (король Островов); ; [[Список правителей королевства Островов;;
Ранальд (король Островов); ; [[Список правителей королевства Островов;;
Дымшиц Вениамин Эммануилович; 28.9.1910 (15); Заместитель Председателя Совета Министров СССР;; [[ВКП(б)]] с 1937 года.
Дункан (король Аргайла); ; [[Аргайл;;
Ельчанинов Анатолий Фёдорович; 3.07.1946 ; глава [[Курган (город);; [[Коммунистическая партия Советского Союза
Дитерихс Михаил Константинович; 17.4.1874 (5) ; Военный министр <br />[[Российское правительство (1919);;
Мария Павловна (1786—1859); 4.2.1786; великая герцогиня [[Саксен-Веймар-Эйзенах]]ская;;
Дональд (король Островов); ; [[Список правителей королевства Островов;;
Бордюжа Николай Николаевич; 20.10.1949  ; [[Руководитель Администрации Президента России]] ;;
Дашкова Екатерина Романовна; 28.3.1743 (17) ; [[Статс-дама]] [[Императорский двор Российской империи;  ;
Межлаук Валерий Иванович; 7.2.1893 (19) ; Заместитель Председателя Совета Народных Комиссаров СССР ;; [[РСДРП]] с 1907 года 
Джемилев Мустафа Абдулджемиль; 13.11.1943 ; [[Народный депутат Украины]] VI, VII созывов ; {{URS}} → {{UKR}} ; беспартийный 
Ридфор Жерар де; 1141; [[Магистр]] [[Тамплиеры;;
Сипягин Дмитрий Сергеевич; 20.3.1853 (8.03); 19-й [[Министры внутренних дел России;;
Боголепов Николай Павлович; 9.12.1846 (27.11) ; [[Министерство народного просвещения Российской империи;;
Урицкий Моисей Соломонович; 14.1.1873 (2); председатель [[Петроград;; 
Диана принцесса Уэльская; 1.7.1961   ; Её Высочество принцесса Уэльская   ;;
Степняк-Кравчинский Сергей Михайлович; 13.7.1851 (1);;;
Мезенцов Николай Владимирович; 23.4.1827 (11.4 по старому стилю); Начальник Третьего отделения [[Собственная Его Императорского Величества канцелярия;;
Романов Михаил Никитич; около [[1560]]; [[стольник]] ([[1597]]) и [[окольничий]] ([[1598]]); {{флагификация;
Ключарёв Александр Степанович; 23.6.1853 ; Уфимский губернатор ;;
Чайка Юрий Яковлевич; 21.5.1951; [[Министерство юстиции Российской Федерации;;
Захарьина-Юрьева Анастасия Романовна; 1530 или 1532 ; [[Список супругов российских правителей;;
Умаров Доку Хаматович; 13.04.1964; [[Эмир;;
Альфонсо XII Умиротворитель; 28.11.1857; [[Король Испании;;
Виктор Эммануил II; 14.03.1820; [[Сардинское королевство;;
Виктор Эммануил III; 11.11.1869; [[король Италии]];;
Эрнст (маркграф Австрии); 1027  ; [[Список правителей Австрии;;
Манфред (король Сицилии); 1232 ; [[король Сицилии]];;
Фридрих Вильгельм II; 25.9.1744; [[Список правителей Пруссии;;
Пак Чон Хи; 14.11.1917; [[Президент Республики Корея]];; [[Сэнури
Сергеев Игорь Дмитриевич; 20.4.1938 ; [[Министр обороны Российской Федерации]] ;; [[КПСС]] по 1991 год 
Андреева Нина Александровна; 12.10.1938 ;;; [[Всесоюзная коммунистическая партия большевиков]] 
Герман (герцог Австрии); 1225; [[герцог Австрии]];;
Нгуен Минь Чьет; 8.10.1942; [[Президент Вьетнама]]    ;; Коммунистическая партия Вьетнама
Каминский Бронислав Владиславович; 16.06.1899; Обер-бургомистр [[Локотское самоуправление;; [[Народная социалистическая партия России
Калмыков Юрий Хамзатович; 1.1.1934 ; [[Министерство юстиции Российской Федерации;;
Юсупов Николай Борисович; 26.10.1750 (15) ; министр [[Удельное ведомство;;
Каганович Лазарь Моисеевич; 22.11.1893 (10); министр промышленности строительных материалов СССР ;; [[РКП(б)]] (с 1911)
Нго Динь Зьем; 3.01.1901 ; [[Президент Республики Вьетнам]];;  [[Фронт национального спасения
Карломан (король Баварии); 830; [[король Баварии]];;
Карломан (майордом франков); ок. [[710]]; [[майордом Австразии]] ;;
Карломан (король франков); 751; [[Франкское государство;;
Харальд III Суровый; ок. [[1015 год]]а; [[Норвегия;;
Арнульф (герцог Баварии);  ; [[Список правителей Баварии;;
Эберхард (герцог Баварии);  ; [[Список правителей Баварии;;
Бертольд (герцог Баварии);  ;[[Список правителей Баварии;;
Риббентроп Иоахим фон; 30.04.1893; [[Список министров иностранных дел Германии;;  [[НСДАП]] (с 1932)
Мехлис Лев Захарович; 13.01.1889 (1); Заместитель Председателя Совета Народных Комиссаров СССР;; [[ВКП(б)]] (с [[1918 год]]а)
Балдуин II Иерусалимский; ок. [[1058]]; [[Граф Эдессы]];;
Бертран (граф Тулузы); 1065; [[граф Тулузы]];;
Пётр II Петрович; 13.11.1813; [[Владыка]] [[Черногория;;
Бунге Николай Христианович; 23.11.1823 (11); [[Премьер-министры России;;
Волынский Артемий Петрович; 1689; Губернатор <br /> [[Астраханская губерния;;
Нагая Мария Фёдоровна;  ;  ;;
Гамарник Ян Борисович; 2.6.1894 (21.5) ; Председатель Киевского губернского комитета КП(б) Украины, Киевского губернского исполкома и Киевского городского совета;; [[Коммунистическая партия Советского Союза
Стольберг Каарло Юхо; 28.01.1865; [[Президент Финляндии]];;
Ланской Сергей Степанович; 23.12.1787;;;
Маркварт (герцог Каринтии);  ; [[Список правителей Каринтии#Герцогство Каринтия (976—1335);;
Святополк-Мирский Пётр Дмитриевич; 30.08.1857 (18) ; [[Министерство внутренних дел Российской империи;;
Энгельберт (герцог Каринтии);  ; маркграф [[Истрия;;
Балдуин IV Иерусалимский; 1161 ; [[Король Иерусалима]];;
Гарольд II Годвинсон; ок. [[1022]]; [[эрл Восточной Англии]];;
Балдуин V Иерусалимский; 1177 ; [[Король Иерусалима]];;
Ядвига (королева Польши); 3.10.1373; [[Список правителей Польши;;
Амори I Иерусалимский; 1136; граф [[Графство Яффы и Аскалона;;
Пуришкевич Владимир Митрофанович; 24.08.1870 (12);;; [[Русское собрание]], [[СРН]], [[РНСМА]]
Иоанн VII Палеолог; ок. [[1370]]; [[Византийский император]];;
Вильгельм I Оранский; 24.4.1533 ; [[Штатгальтеры Нидерландов;;
Голицын Николай Дмитриевич; 12.04.1850 (31.03); [[Премьер-министры России;;
Турчинов Александр Валентинович; 31.3.1964; [[Президент Украины;; [[Всеукраинское объединение «Батькивщина»]]
Винский Иосиф Викентьевич; 02.01.1956 ; [[Министр транспорта и связи Украины]] ;; [[Объединённые левые и селяне]] 
Мухин Юрий Игнатьевич; 22.3.1949;;;
Курьянович Николай Владимирович; 19.06.1966 ;;; [[Комсомол]] <br /> (1980 - 1991 гг.), <br />[[ЛДПР]]<br /> (1996 - 2006 гг.)<br />[[Российский общенародный союз
Боровой Константин Натанович; 30.6.1948;;; * [[Партия экономической свободы]]<br />(1992—2003)* [[Западный выбор]]<br />(2013—н.в.)
Кречетников Михаил Никитич; 1729 ; [[Генерал-губернатор]] [[Калужское наместничество;;
Гельфман Геся Мировна; 1855;;; [[Народная воля]]
Саблин Николай Алексеевич; 1849;;; [[Народная воля]]
Сидорский Сергей Сергеевич; 13.3.1954; [[Министр по промышленности и агропромышленному комплексу Евразийской экономической комиссии]];; беспартийный
Смирнов-Осташвили Константин Владимирович; 15.5.1936;;; [[Национально-патриотический фронт «Память»
Кабинет министров Украины;;;;
Эйнион ап Кунеда; ок. [[420]]; [[Список правителей королевства Гвинед;;
Кадваллон ап Эйнион; ок. [[450]]; [[Список правителей королевства Гвинед;;
Шутов Юрий Титович; 16.03.1946;;;
Майлгун ап Кадваллон; ок. [[480]]; [[Список правителей королевства Гвинед;;
Рин ап Майлгун; ок. [[510]]; [[Список правителей королевства Гвинед;;
Бели ап Рин; 517; [[Список правителей королевства Гвинед;;
Иаго ап Бели; ок. [[560]]; [[Список правителей королевства Гвинед;;
Кадван ап Иаго; ок. [[560]]; [[Список правителей королевства Гвинед;;
Яндарбиев Зелимхан Абдулмуслимович; 12.9.1952; [[Главы Чечни после 1991 года;; [[Вайнахская демократическая партия]] 
Метшин Ильсур Раисович; 24.4.1969; Глава администрации [[Нижнекамск;; [[Единая Россия]]
